Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Housing & Real Estate,Rent Price,Median Rent Price,2016,1939,"Census Tract 1374.02, Los Angeles County, California",137402,Woodland Hills,1400000US06037137402,"(34.156668, -118.626367)",Median_Rent_Price_2016_1400000US06037137402,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1795,"Census Tract 1375.01, Los Angeles County, California",137501,Woodland Hills,1400000US06037137501,"(34.165383, -118.5752795)",Median_Rent_Price_2016_1400000US06037137501,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2366,"Census Tract 1375.02, Los Angeles County, California",137502,Woodland Hills,1400000US06037137502,"(34.163679, -118.596991)",Median_Rent_Price_2016_1400000US06037137502,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2669,"Census Tract 1380, Los Angeles County, California",138000,Woodland Hills,1400000US06037138000,"(34.1469275, -118.5914025)",Median_Rent_Price_2016_1400000US06037138000,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1449,"Census Tract 1390.01, Los Angeles County, California",139001,Encino,1400000US06037139001,"(34.1752945, -118.509778)",Median_Rent_Price_2016_1400000US06037139001,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1524,"Census Tract 1392, Los Angeles County, California",139200,Encino,1400000US06037139200,"(34.175666, -118.5246645)",Median_Rent_Price_2016_1400000US06037139200,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2530,"Census Tract 1393.01, Los Angeles County, California",139301,Tarzana,1400000US06037139301,"(34.1796355, -118.556094)",Median_Rent_Price_2016_1400000US06037139301,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1442,"Census Tract 1393.02, Los Angeles County, California",139302,Tarzana,1400000US06037139302,"(34.1767015, -118.5383655)",Median_Rent_Price_2016_1400000US06037139302,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1234,"Census Tract 1393.03, Los Angeles County, California",139303,Tarzana,1400000US06037139303,"(34.1758345, -118.533412)",Median_Rent_Price_2016_1400000US06037139303,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1183,"Census Tract 1394.01, Los Angeles County, California",139401,Tarzana,1400000US06037139401,"(34.169524, -118.5377675)",Median_Rent_Price_2016_1400000US06037139401,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2469,"Census Tract 1394.02, Los Angeles County, California",139402,Tarzana,1400000US06037139402,"(34.1677675, -118.548778)",Median_Rent_Price_2016_1400000US06037139402,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1574,"Census Tract 1395.02, Los Angeles County, California",139502,Encino,1400000US06037139502,"(34.164742, -118.5254075)",Median_Rent_Price_2016_1400000US06037139502,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1408,"Census Tract 1395.03, Los Angeles County, California",139503,Encino,1400000US06037139503,"(34.1673155, -118.524646)",Median_Rent_Price_2016_1400000US06037139503,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1360,"Census Tract 1395.04, Los Angeles County, California",139504,Encino,1400000US06037139504,"(34.1667565, -118.5203235)",Median_Rent_Price_2016_1400000US06037139504,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1545,"Census Tract 1396, Los Angeles County, California",139600,Encino,1400000US06037139600,"(34.1632385, -118.509831)",Median_Rent_Price_2016_1400000US06037139600,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2418,"Census Tract 1397.01, Los Angeles County, California",139701,Encino,1400000US06037139701,"(34.157356, -118.4967075)",Median_Rent_Price_2016_1400000US06037139701,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,3479,"Census Tract 1397.02, Los Angeles County, California",139702,Encino,1400000US06037139702,"(34.1430395, -118.504833)",Median_Rent_Price_2016_1400000US06037139702,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2695,"Census Tract 1397.03, Los Angeles County, California",139703,Tarzana,1400000US06037139703,"(34.144623, -118.5319345)",Median_Rent_Price_2016_1400000US06037139703,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2522,"Census Tract 1398.01, Los Angeles County, California",139801,Tarzana,1400000US06037139801,"(34.153124, -118.5451245)",Median_Rent_Price_2016_1400000US06037139801,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,3299,"Census Tract 1398.02, Los Angeles County, California",139802,Tarzana,1400000US06037139802,"(34.1453435, -118.5545195)",Median_Rent_Price_2016_1400000US06037139802,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1565,"Census Tract 1411.01, Los Angeles County, California",141101,Sherman Oaks,1400000US06037141101,"(34.1515515, -118.4268665)",Median_Rent_Price_2016_1400000US06037141101,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1783,"Census Tract 1411.02, Los Angeles County, California",141102,Sherman Oaks,1400000US06037141102,"(34.149623, -118.4308415)",Median_Rent_Price_2016_1400000US06037141102,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1557,"Census Tract 1412.01, Los Angeles County, California",141201,Sherman Oaks,1400000US06037141201,"(34.1528925, -118.442632)",Median_Rent_Price_2016_1400000US06037141201,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1874,"Census Tract 1412.02, Los Angeles County, California",141202,Sherman Oaks,1400000US06037141202,"(34.1470205, -118.4426355)",Median_Rent_Price_2016_1400000US06037141202,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1681,"Census Tract 1413.02, Los Angeles County, California",141302,Sherman Oaks,1400000US06037141302,"(34.152885, -118.4630195)",Median_Rent_Price_2016_1400000US06037141302,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1574,"Census Tract 1413.03, Los Angeles County, California",141303,Sherman Oaks,1400000US06037141303,"(34.1550215, -118.4552015)",Median_Rent_Price_2016_1400000US06037141303,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1479,"Census Tract 1413.04, Los Angeles County, California",141304,Sherman Oaks,1400000US06037141304,"(34.151617, -118.454058)",Median_Rent_Price_2016_1400000US06037141304,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1475,"Census Tract 1414, Los Angeles County, California",141400,Encino,1400000US06037141400,"(34.1568045, -118.475833)",Median_Rent_Price_2016_1400000US06037141400,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2208,"Census Tract 1415, Los Angeles County, California",141500,Encino,1400000US06037141500,"(34.138146, -118.4788925)",Median_Rent_Price_2016_1400000US06037141500,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2866,"Census Tract 1416, Los Angeles County, California",141600,Sherman Oaks,1400000US06037141600,"(34.1376705, -118.459396)",Median_Rent_Price_2016_1400000US06037141600,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 1417, Los Angeles County, California",141700,Sherman Oaks,1400000US06037141700,"(34.1379545, -118.4378355)",Median_Rent_Price_2016_1400000US06037141700,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1633,"Census Tract 1431, Los Angeles County, California",143100,Toluca Lake,1400000US06037143100,"(34.1478525, -118.3563095)",Median_Rent_Price_2016_1400000US06037143100,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1518,"Census Tract 1432, Los Angeles County, California",143200,Studio City,1400000US06037143200,"(34.149998, -118.3710665)",Median_Rent_Price_2016_1400000US06037143200,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1433,"Census Tract 1433, Los Angeles County, California",143300,Studio City,1400000US06037143300,"(34.1521895, -118.386433)",Median_Rent_Price_2016_1400000US06037143300,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1644,"Census Tract 1434, Los Angeles County, California",143400,Studio City,1400000US06037143400,"(34.153987, -118.409486)",Median_Rent_Price_2016_1400000US06037143400,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1688,"Census Tract 1435, Los Angeles County, California",143500,Studio City,1400000US06037143500,"(34.146964, -118.4092995)",Median_Rent_Price_2016_1400000US06037143500,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1682,"Census Tract 1436.02, Los Angeles County, California",143602,Studio City,1400000US06037143602,"(34.1449605, -118.387713)",Median_Rent_Price_2016_1400000US06037143602,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1540,"Census Tract 1436.03, Los Angeles County, California",143603,Studio City,1400000US06037143603,"(34.1438535, -118.3703245)",Median_Rent_Price_2016_1400000US06037143603,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1802,"Census Tract 1436.04, Los Angeles County, California",143604,Studio City,1400000US06037143604,"(34.1406405, -118.369959)",Median_Rent_Price_2016_1400000US06037143604,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1470,"Census Tract 1437, Los Angeles County, California",143700,Hollywood Hills,1400000US06037143700,"(34.128096, -118.358231)",Median_Rent_Price_2016_1400000US06037143700,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1667,"Census Tract 1438, Los Angeles County, California",143800,Studio City,1400000US06037143800,"(34.1343225, -118.3793935)",Median_Rent_Price_2016_1400000US06037143800,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,3500,"Census Tract 1439.01, Los Angeles County, California",143901,Studio City,1400000US06037143901,"(34.132849, -118.3947615)",Median_Rent_Price_2016_1400000US06037143901,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1835,"Census Tract 1439.02, Los Angeles County, California",143902,Sherman Oaks,1400000US06037143902,"(34.1378715, -118.418298)",Median_Rent_Price_2016_1400000US06037143902,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1105,"Census Tract 1810, Los Angeles County, California",181000,Eagle Rock,1400000US06037181000,"(34.1439045, -118.204552)",Median_Rent_Price_2016_1400000US06037181000,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1642,"Census Tract 1813, Los Angeles County, California",181300,Eagle Rock,1400000US06037181300,"(34.1364875, -118.2233065)",Median_Rent_Price_2016_1400000US06037181300,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1375,"Census Tract 1814, Los Angeles County, California",181400,Eagle Rock,1400000US06037181400,"(34.1364725, -118.210235)",Median_Rent_Price_2016_1400000US06037181400,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1413,"Census Tract 1815, Los Angeles County, California",181500,Eagle Rock,1400000US06037181500,"(34.133864, -118.1922815)",Median_Rent_Price_2016_1400000US06037181500,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1266,"Census Tract 1816, Los Angeles County, California",181600,Eagle Rock,1400000US06037181600,"(34.1295685, -118.210156)",Median_Rent_Price_2016_1400000US06037181600,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1159,"Census Tract 1831.01, Los Angeles County, California",183101,Highland Park,1400000US06037183101,"(34.1213355, -118.1819855)",Median_Rent_Price_2016_1400000US06037183101,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1230,"Census Tract 1831.03, Los Angeles County, California",183103,Highland Park,1400000US06037183103,"(34.116165, -118.1748505)",Median_Rent_Price_2016_1400000US06037183103,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1173,"Census Tract 1831.04, Los Angeles County, California",183104,Highland Park,1400000US06037183104,"(34.120221, -118.172802)",Median_Rent_Price_2016_1400000US06037183104,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1167,"Census Tract 1832.20, Los Angeles County, California",183220,Highland Park,1400000US06037183220,"(34.119149, -118.1900895)",Median_Rent_Price_2016_1400000US06037183220,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1163,"Census Tract 1832.21, Los Angeles County, California",183221,Highland Park,1400000US06037183221,"(34.125332, -118.1907195)",Median_Rent_Price_2016_1400000US06037183221,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1096,"Census Tract 1832.22, Los Angeles County, California",183222,Eagle Rock,1400000US06037183222,"(34.128003, -118.1965205)",Median_Rent_Price_2016_1400000US06037183222,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1315,"Census Tract 1833, Los Angeles County, California",183300,Highland Park,1400000US06037183300,"(34.1213215, -118.2009575)",Median_Rent_Price_2016_1400000US06037183300,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,994,"Census Tract 1834.01, Los Angeles County, California",183401,Highland Park,1400000US06037183401,"(34.121669, -118.209149)",Median_Rent_Price_2016_1400000US06037183401,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1303,"Census Tract 1834.02, Los Angeles County, California",183402,Eagle Rock,1400000US06037183402,"(34.125651, -118.216654)",Median_Rent_Price_2016_1400000US06037183402,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1092,"Census Tract 1835.10, Los Angeles County, California",183510,Highland Park,1400000US06037183510,"(34.1153125, -118.2025785)",Median_Rent_Price_2016_1400000US06037183510,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,982,"Census Tract 1835.20, Los Angeles County, California",183520,Highland Park,1400000US06037183520,"(34.110558, -118.201548)",Median_Rent_Price_2016_1400000US06037183520,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1096,"Census Tract 1836.10, Los Angeles County, California",183610,Highland Park,1400000US06037183610,"(34.1141535, -118.194381)",Median_Rent_Price_2016_1400000US06037183610,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1202,"Census Tract 1836.20, Los Angeles County, California",183620,Highland Park,1400000US06037183620,"(34.1147205, -118.189487)",Median_Rent_Price_2016_1400000US06037183620,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1173,"Census Tract 1837.01, Los Angeles County, California",183701,Highland Park,1400000US06037183701,"(34.108515, -118.186489)",Median_Rent_Price_2016_1400000US06037183701,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1340,"Census Tract 1837.02, Los Angeles County, California",183702,Montecito Heights,1400000US06037183702,"(34.1047815, -118.184373)",Median_Rent_Price_2016_1400000US06037183702,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1077,"Census Tract 1838.10, Los Angeles County, California",183810,Highland Park,1400000US06037183810,"(34.1074675, -118.198023)",Median_Rent_Price_2016_1400000US06037183810,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1122,"Census Tract 1838.20, Los Angeles County, California",183820,Highland Park,1400000US06037183820,"(34.104337, -118.197538)",Median_Rent_Price_2016_1400000US06037183820,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1128,"Census Tract 1851, Los Angeles County, California",185100,Mount Washington,1400000US06037185100,"(34.1047205, -118.211798)",Median_Rent_Price_2016_1400000US06037185100,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1268,"Census Tract 1852.02, Los Angeles County, California",185202,Mount Washington,1400000US06037185202,"(34.0951035, -118.218046)",Median_Rent_Price_2016_1400000US06037185202,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1034,"Census Tract 1852.03, Los Angeles County, California",185203,Cypress Park,1400000US06037185203,"(34.099608, -118.2317465)",Median_Rent_Price_2016_1400000US06037185203,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1239,"Census Tract 1852.04, Los Angeles County, California",185204,Mount Washington,1400000US06037185204,"(34.102575, -118.222414)",Median_Rent_Price_2016_1400000US06037185204,01/01/2016
